class_id,action_value_1,action_type,action_detail_1,action_id,action_value_4,target_assignment,action_detail_2,action_detail_3,target_count,target_range,description,target_area,action_value_6,target_type,level_up_disp,action_value_5,target_number,action_value_3,action_value_2,action_value_7
1,2.0,10,20,314200701,10.0,2,1,0,99,0,,3,0.0,34,,0.0,0,0.0,150.0,0.0
1,2.0,10,40,314200702,10.0,2,1,0,99,0,,3,0.0,34,,0.0,0,0.0,150.0,0.0
1,100.0,49,1,314200703,0.0,2,0,0,99,3000,,3,0.0,34,,0.0,0,1.0,0.0,0.0
1,100.0,17,7,314200801,0.0,2,0,0,1,0,,1,0.0,7,,0.0,0,90.0,0.0,0.0
1,0.0,15,2,314200802,0.0,2,610101601,1,1,-1,,1,1000.0,7,,1.0,0,1.0,1.0,1000.0
1,0.0,15,2,314200803,0.0,2,610101602,1,1,-1,,1,750.0,7,,1.0,0,1.0,1.0,750.0
1,0.0,15,2,314200804,0.0,2,610101603,1,1,-1,,1,450.0,7,,1.0,0,2.0,2.0,450.0
1,400.0,3,3,314200805,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,2.0,10,20,314200901,10.0,2,1,0,99,0,,3,0.0,34,,0.0,0,0.0,80.0,0.0
1,2.0,10,40,314200902,10.0,2,1,0,99,0,,3,0.0,34,,0.0,0,0.0,80.0,0.0
1,100.0,49,1,314200903,0.0,2,0,0,99,3000,,3,0.0,34,,0.0,0,1.0,0.0,0.0
1,2.0,10,20,314201001,10.0,2,1,0,99,0,,3,0.0,34,,0.0,0,0.0,25.0,0.0
1,2.0,10,40,314201002,10.0,2,1,0,99,0,,3,0.0,34,,0.0,0,0.0,25.0,0.0
1,100.0,49,1,314201003,0.0,2,0,0,99,3000,,3,0.0,34,,0.0,0,1.0,0.0,0.0
1,300.0,3,3,314201101,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,0.0,28,685,314201102,0.0,2,314201104,314201103,1,0,,1,0.0,7,,0.0,0,1.0,0.0,0.0
1,0.0,15,2,314201103,0.0,2,660041701,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,0.0,28,685,314201104,0.0,2,314201106,314201105,1,0,,1,0.0,7,,0.0,0,2.0,0.0,0.0
1,0.0,15,2,314201105,0.0,2,660041711,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,0.0,15,2,314201106,0.0,2,660041721,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,300.0,3,3,314201201,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,0.0,28,685,314201202,0.0,2,314201204,314201203,1,0,,1,0.0,7,,0.0,0,1.0,0.0,0.0
1,0.0,15,2,314201203,0.0,2,660041702,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,0.0,28,685,314201204,0.0,2,314201206,314201205,1,0,,1,0.0,7,,0.0,0,2.0,0.0,0.0
1,0.0,15,2,314201205,0.0,2,660041712,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,0.0,15,2,314201206,0.0,2,660041722,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,300.0,3,3,314201301,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,0.0,28,685,314201302,0.0,2,314201304,314201303,1,0,,1,0.0,7,,0.0,0,1.0,0.0,0.0
1,0.0,15,2,314201303,0.0,2,610101704,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,0.0,28,685,314201304,0.0,2,314201306,314201305,1,0,,1,0.0,7,,0.0,0,2.0,0.0,0.0
1,0.0,15,2,314201305,0.0,2,610101714,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,0.0,15,2,314201306,0.0,2,610101724,1,1,-1,,1,650.0,7,,1.0,0,2.0,1.0,650.0
1,100.0,49,10,314300101,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,100.0,1,1,314300102,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,1.8,15.0,0.0
1,2.0,10,10,314300103,15.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,10.0,0.0
1,2.0,10,21,314300201,90.0,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,30.0,0.0
1,2.0,10,11,314300202,20.0,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,50.0,0.0
1,2.0,10,31,314300203,20.0,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,50.0,0.0
1,2.0,10,10,314300301,30.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.2,0.0,0.0
1,100.0,17,7,314300401,0.0,2,0,0,1,-1,,1,0.0,7,,0.0,0,30.0,0.0,0.0
1,2.0,10,10,314300402,30.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,35.0,0.0
1,2.0,10,21,314300403,30.0,1,1,0,99,3000,,1,0.0,3,,0.0,0,0.0,30.0,0.0
1,2.0,10,20,314300404,30.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,40.0,0.0
1,2.0,10,40,314300405,30.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,40.0,0.0
1,100.0,17,7,314300501,0.0,2,0,0,1,-1,,1,0.0,7,,0.0,0,86.0,0.0,0.0
1,1.0,10,20,314300502,90.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,1000.0,0.0
1,1.0,10,40,314300503,90.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,1000.0,0.0
1,7.0,26,314300602,314300601,0.0,2,1,0,1,0,,1,0.0,7,,0.0,0,0.0,0.001,0.0
1,10.0,46,1,314300602,0.0,1,1,0,1,3000,,1,0.0,3,,0.0,0,0.0,0.0,0.0
1,100.0,17,7,314300701,0.0,2,0,0,1,-1,,1,0.0,7,,0.0,0,85.0,0.0,0.0
1,200.0,1,1,314300801,0.0,1,0,0,1,3000,,1,0.0,3,,0.0,0,4.0,10.0,0.0
1,100.0,49,10,314301101,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,100.0,1,1,314301102,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,0.0,5.0,0.0
1,2.0,10,10,314301103,15.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,10.0,0.0
1,2.0,10,21,314301201,90.0,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,20.0,0.0
1,2.0,10,11,314301202,20.0,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,50.0,0.0
1,2.0,10,31,314301203,20.0,1,1,0,3,3000,,3,0.0,3,,0.0,0,0.0,50.0,0.0
1,100.0,17,7,314301401,0.0,2,0,0,1,-1,,1,0.0,7,,0.0,0,30.0,0.0,0.0
1,2.0,10,10,314301402,30.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,25.0,0.0
1,2.0,10,21,314301403,30.0,1,1,0,99,3000,,1,0.0,3,,0.0,0,0.0,25.0,0.0
1,2.0,10,20,314301404,30.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,30.0,0.0
1,2.0,10,40,314301405,30.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,30.0,0.0
1,0.0,23,300,314400101,0.0,1,314400102,314400103,3,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,20.0,46,1,314400102,0.0,1,2,0,3,3000,,3,0.0,3,,0.0,0,0.0,0.09,0.0
1,1.0,46,1,314400103,0.0,1,2,0,3,3000,,3,0.0,3,,0.0,0,0.0,0.1,0.0
1,0.0,23,980,314400104,0.0,1,314400105,0,3,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,6.5,11,0,314400105,0.0,1,0,0,3,3000,,3,0.0,3,,0.0,0,100.0,0.0,0.0
1,300.0,3,3,314400201,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,0.0,28,685,314400202,0.0,2,314400204,314400203,1,0,,1,0.0,7,,0.0,0,1.0,0.0,0.0
1,0.0,15,2,314400203,0.0,2,660043701,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,28,685,314400204,0.0,2,314400206,314400205,1,0,,1,0.0,7,,0.0,0,2.0,0.0,0.0
1,0.0,15,2,314400205,0.0,2,660043702,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,15,2,314400206,0.0,2,660043702,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,100.0,1,2,314400301,0.0005,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.1,0.0,0.0
1,75.0,6,1,314400302,0.0,2,0,0,1,0,,1,0.0,7,,0.0,0,8.0,800.0,0.0
1,100.0,17,3,314400401,0.0,2,0,0,1,0,,1,0.0,7,,0.0,0,30.0,0.0,0.0
1,1.8,8,2,314400402,0.0,2,0,0,1,0,,1,0.0,7,,0.0,0,90.0,0.0,2.0
1,2.0,36,4,314400501,0.0,1,0,0,1,2160,,3,0.0,3,,90.0,0,0.15,2.0,300.0
1,90.0,39,314400503,314400502,0.0,1,0,0,1,2160,,3,0.0,3,,0.0,0,300.0,0.0,0.0
1,0.1,59,0,314400503,0.0,1,0,0,99,2160,,3,0.0,3,,0.0,0,0.0,90.0,0.0
1,0.0,46,1,314400601,0.0,1,2,0,2,3000,,3,0.0,3,,0.0,0,0.0,0.1,0.0
1,300.0,3,3,314400701,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,0.0,28,685,314400702,0.0,2,314400704,314400703,1,0,,1,0.0,7,,0.0,0,1.0,0.0,0.0
1,0.0,15,2,314400703,0.0,2,660043501,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,28,685,314400704,0.0,2,314400706,314400705,1,0,,1,0.0,7,,0.0,0,2.0,0.0,0.0
1,0.0,15,2,314400705,0.0,2,660043502,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,15,2,314400706,0.0,2,660043502,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,300.0,3,3,314400801,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,0.0,28,685,314400802,0.0,2,314400804,314400803,1,0,,1,0.0,7,,0.0,0,1.0,0.0,0.0
1,0.0,15,2,314400803,0.0,2,660043601,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,28,685,314400804,0.0,2,314400806,314400805,1,0,,1,0.0,7,,0.0,0,2.0,0.0,0.0
1,0.0,15,2,314400805,0.0,2,660043602,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,15,2,314400806,0.0,2,660043602,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,300.0,3,3,314400901,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,0.0,28,685,314400902,0.0,2,314400904,314400903,1,0,,1,0.0,7,,0.0,0,1.0,0.0,0.0
1,0.0,15,2,314400903,0.0,2,610105801,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,28,685,314400904,0.0,2,314400906,314400905,1,0,,1,0.0,7,,0.0,0,2.0,0.0,0.0
1,0.0,15,2,314400905,0.0,2,610105802,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,15,2,314400906,0.0,2,610105802,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,300.0,3,3,314401001,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,0.0,28,685,314401002,0.0,2,314401004,314401003,1,0,,1,0.0,7,,0.0,0,1.0,0.0,0.0
1,0.0,15,2,314401003,0.0,2,610105901,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,28,685,314401004,0.0,2,314401006,314401005,1,0,,1,0.0,7,,0.0,0,2.0,0.0,0.0
1,0.0,15,2,314401005,0.0,2,610105902,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,15,2,314401006,0.0,2,610105902,1,1,-1,,1,850.0,7,,1.0,0,2.0,1.0,850.0
1,0.0,23,300,314405101,0.0,1,314405102,314405103,3,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,25.0,46,1,314405102,0.0,1,2,0,3,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,15.0,46,1,314405103,0.0,1,2,0,3,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,0.0,23,975,314405104,0.0,1,314405105,0,3,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,6.5,11,0,314405105,0.0,1,0,0,3,3000,,3,0.0,3,,0.0,0,100.0,0.0,0.0
1,100.0,1,2,314405201,0.0005,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.1,50.0,0.0
1,0.0,8,3,314405202,0.0,1,0,0,2,3000,,3,0.0,3,,0.0,0,30.0,0.0,0.0
1,150.0,1,2,314405301,0.0005,1,0,0,2,3000,,3,0.0,3,,0.0,0,0.1,50.0,0.0
1,0.0,92,0,314405401,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,90.0,39,314405403,314405402,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,3000.0,0.0,0.0
1,0.0,9,3,314405403,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,90.0,1.0,0.0
1,90.0,39,314405405,314405404,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,3000.0,0.0,0.0
1,0.6,59,1,314405405,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,0.0,90.0,0.0
1,7.0,26,314500102,314500101,0.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,0.001,0.0
1,0.0,46,1,314500102,0.0,1,1,0,99,2160,,2,0.0,3,,0.0,0,0.0,0.025,0.0
1,8.0,26,314500202,314500201,0.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,0.002,0.0
1,0.0,46,1,314500202,0.0,1,2,0,3,3000,,2,0.0,3,,0.0,0,0.0,0.1,0.0
1,7000.0,3,1,314500203,5000.0,1,0,0,3,3000,,2,0.0,3,,0.0,0,8000.0,0.0,0.0
1,1.0,10,20,314500301,6.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,200.0,0.0,0.0
1,1.0,10,40,314500302,6.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,200.0,0.0,0.0
1,100.0,17,3,314500401,0.0,2,0,0,1,0,,1,0.0,7,,0.0,0,30.0,0.0,0.0
1,2.0,10,10,314500402,90.0,2,1,0,1,0,,3,0.0,7,,0.0,0,0.0,30.0,2.0
1,2.0,10,30,314500403,90.0,2,1,0,1,0,,3,0.0,7,,0.0,0,0.0,30.0,2.0
1,50.0,1,2,314500501,0.0,1,0,0,3,3000,,2,0.0,3,,0.0,0,1.0,40.0,0.0
1,2.0,10,21,314500502,90.0,1,1,1,3,3000,,2,0.0,3,,0.0,0,0.0,70.0,0.0
1,0.0,23,960,314500601,0.0,1,314500602,0,99,2160,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,4.0,11,0,314500602,0.0,1,0,0,0,-1,,3,0.0,1,,0.0,0,100.0,0.0,0.0
1,20.0,46,1,314500603,0.0,1,1,0,99,2160,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,100.0,17,3,314500701,0.0,2,0,0,1,0,,1,0.0,7,,0.0,0,40.0,0.0,0.0
1,2.0,10,10,314500702,90.0,2,1,0,1,0,,3,0.0,7,,0.0,0,0.0,30.0,2.0
1,2.0,10,30,314500703,90.0,2,1,0,1,0,,3,0.0,7,,0.0,0,0.0,30.0,2.0
1,2.0,10,21,314500704,90.0,2,1,0,1,0,,3,0.0,7,,0.0,0,0.0,30.0,2.0
1,2.0,10,41,314500705,90.0,2,1,0,1,0,,3,0.0,7,,0.0,0,0.0,30.0,2.0
1,7.0,26,314600102,314600101,0.0,2,1,0,1,0,,1,0.0,7,,0.0,0,0.0,0.00075,0.0
1,15.0,46,1,314600102,0.0,1,1,0,99,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,0.0,9,2,314600103,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,7.0,0.5,0.0
1,0.0,46,1,314600201,0.0,1,1,0,1,3000,,2,0.0,16,,0.0,0,0.0,0.1,0.0
1,300.0,3,3,314600202,0.0,1,0,0,1,3000,,2,0.0,16,,0.0,0,1000.0,0.0,0.0
1,0.0,8,7,314600203,0.0,1,0,0,1,3000,,2,0.0,16,,0.0,0,5.0,0.0,0.0
1,100.0,17,7,314600301,0.0,2,0,0,1,-1,,1,0.0,7,,0.0,0,30.0,0.0,0.0
1,2.0,10,10,314600302,30.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,20.0,0.0
1,2.0,10,10,314600401,15.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,35.0,0.0
1,160.0,1,1,314600402,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,0.48,100.0,0.0
1,160.0,1,1,314600403,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,1,0.48,100.0,0.0
1,2.0,10,21,314600404,15.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,50.0,0.0
1,2.0,10,41,314600405,15.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,50.0,0.0
1,100.0,49,1,314600501,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,2.0,10,11,314600502,16.0,1,1,0,99,3000,,2,0.0,3,,0.0,0,0.0,100.0,0.0
1,2.0,10,31,314600503,16.0,1,1,0,99,3000,,2,0.0,3,,0.0,0,0.0,100.0,0.0
1,1.0,10,10,314600504,16.0,1,1,0,99,3000,,2,0.0,3,,0.0,0,0.0,20000.0,0.0
1,1.0,10,30,314600505,16.0,1,1,0,99,3000,,2,0.0,3,,0.0,0,0.0,20000.0,0.0
1,2.0,10,11,314600506,16.0,1,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,100.0,0.0
1,1.0,10,10,314600507,16.0,1,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,40000.0,0.0
1,0.5,92,0,314600601,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,25.0,1,2,314600602,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,1.0,4.0,0.0
1,2.0,10,21,314600603,21.0,1,1,0,1,3000,,2,0.0,3,,0.0,0,0.0,50.0,0.0
1,0.0,15,2,314600701,0.0,2,610109501,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,0.0,15,2,314600702,0.0,2,610109502,1,1,-1,,1,600.0,7,,1.0,0,2.0,-2.0,600.0
1,0.0,15,2,314600703,0.0,2,610109503,1,1,-1,,1,800.0,7,,1.0,0,3.0,-3.0,800.0
1,350.0,3,3,314600704,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1200.0,0.0,0.0
1,7.0,26,314600802,314600801,0.0,2,1,0,1,0,,1,0.0,7,,0.0,0,0.0,0.0015,0.0
1,0.0,46,1,314600802,0.0,1,1,0,1,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,100.0,17,7,314600901,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,1.0,10,1020,314600902,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,50.0,1.0
1,1.0,10,1040,314600903,90.0,2,0,0,1,0,,3,0.0,7,,0.0,0,0.0,50.0,1.0
1,0.5,92,0,314601001,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,25.0,1,1,314601002,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,1.0,4.0,0.0
1,0.5,92,0,314601101,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,7.0,26,314601103,314601102,0.0,2,1,0,1,0,,1,0.0,7,,0.0,0,0.0,0.0004,0.0
1,0.0,46,1,314601103,0.0,1,1,0,99,3000,,2,0.0,3,,0.0,0,0.0,0.025,0.0
1,800.0,9,2,314601104,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,11.0,0.0,0.0
1,0.5,92,0,314601201,0.0,1,0,0,1,3000,,2,0.0,16,,0.0,0,0.0,0.0,0.0
1,10.0,46,1,314601202,0.0,1,1,0,1,3000,,2,0.0,16,,0.0,0,0.0,0.15,0.0
1,300.0,3,3,314601203,0.0,1,0,0,1,3000,,2,0.0,16,,0.0,0,1000.0,0.0,0.0
1,0.0,8,7,314601204,0.0,1,0,0,1,3000,,2,0.0,16,,0.0,0,5.0,0.0,0.0
1,0.5,92,0,314601301,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,2.0,10,10,314601302,15.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,25.0,0.0
1,160.0,1,1,314601303,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,2.5,50.0,0.0
1,0.5,92,0,314601304,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,1,0.0,0.0,0.0
1,160.0,1,1,314601305,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,1,2.5,50.0,0.0
1,2.0,10,21,314601306,10.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,40.0,0.0
1,2.0,10,41,314601307,10.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,40.0,0.0
1,0.5,92,0,314601401,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,100.0,1,1,314601402,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,5.0,1.0,0.0
1,0.5,92,0,314601501,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,7.0,26,314601503,314601502,0.0,2,1,0,1,0,,1,0.0,7,,0.0,0,0.0,0.0004,0.0
1,0.0,46,1,314601503,0.0,1,1,0,1,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,0.5,92,0,314601601,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,0.0,0.0,0.0
1,2.0,10,10,314601602,15.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,25.0,0.0
1,160.0,1,1,314601603,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,1.9,50.0,0.0
1,0.5,92,0,314601604,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,1,0.0,0.0,0.0
1,160.0,1,1,314601605,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,1,1.9,50.0,0.0
1,2.0,10,21,314601606,10.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,40.0,0.0
1,2.0,10,41,314601607,10.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,40.0,0.0
1,0.5,92,0,314601701,0.0,1,0,0,99,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,7.0,26,314601703,314601702,0.0,2,1,0,1,0,,1,0.0,7,,0.0,0,0.0,0.0004,0.0
1,0.0,46,1,314601703,0.0,1,1,0,99,3000,,2,0.0,3,,0.0,0,0.0,0.025,0.0
1,500.0,9,2,314601704,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,11.0,0.0,0.0
1,0.5,92,0,314601801,0.0,1,0,0,1,3000,,2,0.0,16,,0.0,0,0.0,0.0,0.0
1,10.0,46,1,314601802,0.0,1,1,0,1,3000,,2,0.0,16,,0.0,0,0.0,0.075,0.0
1,300.0,3,3,314601803,0.0,1,0,0,1,3000,,2,0.0,16,,0.0,0,1000.0,0.0,0.0
1,0.0,8,7,314601804,0.0,1,0,0,1,3000,,2,0.0,16,,0.0,0,5.0,0.0,0.0
1,0.5,92,0,314601901,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,0.0,0.0,0.0
1,100.0,1,1,314601902,0.0,1,0,0,1,3000,,2,0.0,3,,0.0,0,5.0,0.5,0.0
1,7.0,26,314700102,314700101,0.0,2,1,0,1,-1,,3,0.0,7,,0.0,0,0.0,0.005,0.0
1,0.0,46,1,314700102,0.0,1,1,0,4,3000,,2,0.0,3,,0.0,0,0.0,0.1,0.0
1,0.0,15,2,314700201,0.0,2,660046503,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,400.0,3,3,314700202,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,2.0,10,10,314700203,90.0,2,1,0,1,3000,,1,0.0,7,,0.0,0,0.0,50.0,0.0
1,0.0,15,2,314700301,0.0,2,660046513,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,400.0,3,3,314700302,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,2.0,10,10,314700303,90.0,2,1,0,1,3000,,1,0.0,7,,0.0,0,0.0,100.0,0.0
1,90.0,13,1,314700401,0.0,1,0,0,99,3000,,3,0.0,3,,0.0,0,100.0,0.0,0.0
1,0.0,15,2,314700501,0.0,2,610112501,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,400.0,3,3,314700502,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,2.0,10,10,314700503,90.0,2,1,0,1,3000,,1,0.0,7,,0.0,0,0.0,100.0,0.0
1,0.0,15,2,314700601,0.0,2,610112511,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,400.0,3,3,314700602,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,2.0,10,10,314700603,90.0,2,1,0,1,3000,,1,0.0,7,,0.0,0,0.0,100.0,0.0
1,0.0,15,2,314700701,0.0,2,610112502,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,400.0,3,3,314700702,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,2.0,10,10,314700703,90.0,2,1,0,1,3000,,1,0.0,7,,0.0,0,0.0,100.0,0.0
1,0.0,15,2,314700801,0.0,2,610112512,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,400.0,3,3,314700802,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1000.0,0.0,0.0
1,2.0,10,10,314700803,90.0,2,1,0,1,3000,,1,0.0,7,,0.0,0,0.0,100.0,0.0
1,100.0,17,7,314700901,0.0,2,0,0,1,0,,3,0.0,7,,0.0,0,90.0,0.0,0.0
1,90.0,13,1,314700902,0.0,1,0,0,99,2160,,3,0.0,3,,0.0,0,100.0,0.0,0.0
1,10.0,1,1,314701001,0.0,1,0,0,1,3000,,3,0.0,3,,0.0,0,15.0,20.0,0.0
1,0.0,15,2,314704201,0.0,2,610112701,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,0.0,15,2,314704202,0.0,2,610112702,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,0.0,15,2,314704203,0.0,2,610112703,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,600.0,3,3,314704204,0.0,1,0,0,99,2160,,2,0.0,3,,0.0,0,1500.0,0.0,0.0
1,0.0,15,2,314704301,0.0,2,610112704,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,0.0,15,2,314704302,0.0,2,610112705,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
1,0.0,15,2,314704303,0.0,2,610112706,1,1,-1,,1,400.0,7,,1.0,0,1.0,-1.0,400.0
